timestamp,signal,value,label,true_ttf
21829,heap_free,192,faulty,0.075
21829,heap_used,7920,faulty,
21829,loop_latency,0,faulty,
21930,heap_free,192,faulty,0.075
21930,heap_used,7920,faulty,
21930,loop_latency,0,faulty,
22030,heap_free,192,faulty,0.075
22030,heap_used,7920,faulty,
22031,loop_latency,1,faulty,
22131,heap_free,192,faulty,0.075
22131,heap_used,7920,faulty,
22131,loop_latency,0,faulty,
22232,heap_free,192,faulty,0.075
22232,heap_used,7920,faulty,
22232,loop_latency,0,faulty,
22332,heap_free,192,faulty,0.075
22332,heap_used,7920,faulty,
22332,loop_latency,0,faulty,
22433,heap_free,192,faulty,0.075
22433,heap_used,7920,faulty,
22433,loop_latency,0,faulty,
22533,heap_free,192,faulty,0.075
22533,heap_used,7920,faulty,
22534,loop_latency,1,faulty,
22634,heap_free,192,faulty,0.075
22634,heap_used,7920,faulty,
22634,loop_latency,0,faulty,
22735,heap_free,192,faulty,0.075
22735,heap_used,7920,faulty,
22735,loop_latency,0,faulty,
22835,heap_free,192,faulty,0.075
22835,heap_used,7920,faulty,
22835,loop_latency,0,faulty,
22936,heap_free,192,faulty,0.075
22936,heap_used,7920,faulty,
22936,loop_latency,0,faulty,
23036,heap_free,192,faulty,0.075
23036,heap_used,7920,faulty,
23037,loop_latency,1,faulty,
23137,heap_free,192,faulty,0.075
23137,heap_used,7920,faulty,
23137,loop_latency,0,faulty,
23238,heap_free,192,faulty,0.075
23238,heap_used,7920,faulty,
23238,loop_latency,0,faulty,
23338,heap_free,192,faulty,0.075
23338,heap_used,7920,faulty,
23338,loop_latency,0,faulty,
23439,heap_free,192,faulty,0.075
23439,heap_used,7920,faulty,
23439,loop_latency,0,faulty,
23539,heap_free,192,faulty,0.075
23539,heap_used,7920,faulty,
23540,loop_latency,1,faulty,
23640,heap_free,192,faulty,0.075
23640,heap_used,7920,faulty,
23640,loop_latency,0,faulty,
23741,heap_free,192,faulty,0.075
23741,heap_used,7920,faulty,
23741,loop_latency,0,faulty,
23841,heap_free,192,faulty,0.075
23841,heap_used,7920,faulty,
23841,loop_latency,0,faulty,
23942,heap_free,192,faulty,0.075
23942,heap_used,7920,faulty,
23942,loop_latency,0,faulty,
24042,heap_free,192,faulty,0.075
24042,heap_used,7920,faulty,
24043,loop_latency,1,faulty,
24143,heap_free,192,faulty,0.075
24143,heap_used,7920,faulty,
24143,loop_latency,0,faulty,
24244,heap_free,192,faulty,0.075
24244,heap_used,7920,faulty,
24244,loop_latency,0,faulty,
24344,heap_free,192,faulty,0.075
24344,heap_used,7920,faulty,
24344,loop_latency,0,faulty,
24445,heap_free,192,faulty,0.075
24445,heap_used,7920,faulty,
24445,loop_latency,0,faulty,
24545,heap_free,192,faulty,0.075
24545,heap_used,7920,faulty,
24546,loop_latency,1,faulty,
24646,heap_free,192,faulty,0.075
24646,heap_used,7920,faulty,
24646,loop_latency,0,faulty,
24747,heap_free,192,faulty,0.075
24747,heap_used,7920,faulty,
24747,loop_latency,0,faulty,
24847,heap_free,192,faulty,0.075
24847,heap_used,7920,faulty,
24847,loop_latency,0,faulty,
24948,heap_free,192,faulty,0.075
24948,heap_used,7920,faulty,
24948,loop_latency,0,faulty,
25048,heap_free,192,faulty,0.075
25048,heap_used,7920,faulty,
25049,loop_latency,1,faulty,
25149,heap_free,192,faulty,0.075
25149,heap_used,7920,faulty,
25149,loop_latency,0,faulty,
25250,heap_free,192,faulty,0.075
25250,heap_used,7920,faulty,
25250,loop_latency,0,faulty,
25350,heap_free,192,faulty,0.075
25350,heap_used,7920,faulty,
25350,loop_latency,0,faulty,
25451,heap_free,192,faulty,0.075
25451,heap_used,7920,faulty,
25451,loop_latency,0,faulty,
25551,heap_free,192,faulty,0.075
25551,heap_used,7920,faulty,
25552,loop_latency,1,faulty,
25652,heap_free,192,faulty,0.075
25652,heap_used,7920,faulty,
25652,loop_latency,0,faulty,
25753,heap_free,192,faulty,0.075
25753,heap_used,7920,faulty,
25753,loop_latency,0,faulty,
25853,heap_free,192,faulty,0.075
25853,heap_used,7920,faulty,
25853,loop_latency,0,faulty,
25954,heap_free,192,faulty,0.075
25954,heap_used,7920,faulty,
25954,loop_latency,0,faulty,
26054,heap_free,192,faulty,0.075
26054,heap_used,7920,faulty,
26055,loop_latency,1,faulty,
26155,heap_free,192,faulty,0.075
26155,heap_used,7920,faulty,
26155,loop_latency,0,faulty,
26256,heap_free,192,faulty,0.075
26256,heap_used,7920,faulty,
26256,loop_latency,0,faulty,
26356,heap_free,192,faulty,0.075
26356,heap_used,7920,faulty,
26356,loop_latency,0,faulty,
26457,heap_free,192,faulty,0.075
26457,heap_used,7920,faulty,
26457,loop_latency,0,faulty,
26557,heap_free,192,faulty,0.075
26557,heap_used,7920,faulty,
26558,loop_latency,1,faulty,
26658,heap_free,192,faulty,0.075
26658,heap_used,7920,faulty,
26658,loop_latency,0,faulty,
26759,heap_free,192,faulty,0.075
26759,heap_used,7920,faulty,
26759,loop_latency,0,faulty,
26859,heap_free,192,faulty,0.075
26859,heap_used,7920,faulty,
26859,loop_latency,0,faulty,
26960,heap_free,192,faulty,0.075
26960,heap_used,7920,faulty,
26960,loop_latency,0,faulty,
27060,heap_free,192,faulty,0.075
27060,heap_used,7920,faulty,
27061,loop_latency,1,faulty,
27161,heap_free,192,faulty,0.075
27161,heap_used,7920,faulty,
27161,loop_latency,0,faulty,
27262,heap_free,192,faulty,0.075
27262,heap_used,7920,faulty,
27262,loop_latency,0,faulty,
27362,heap_free,192,faulty,0.075
27362,heap_used,7920,faulty,
27362,loop_latency,0,faulty,
27463,heap_free,192,faulty,0.075
27463,heap_used,7920,faulty,
27463,loop_latency,0,faulty,
27563,heap_free,192,faulty,0.075
27563,heap_used,7920,faulty,
27564,loop_latency,1,faulty,
27664,heap_free,192,faulty,0.075
27664,heap_used,7920,faulty,
27664,loop_latency,0,faulty,
27765,heap_free,192,faulty,0.075
27765,heap_used,7920,faulty,
27765,loop_latency,0,faulty,
27865,heap_free,192,faulty,0.075
27865,heap_used,7920,faulty,
27865,loop_latency,0,faulty,
27966,heap_free,192,faulty,0.075
27966,heap_used,7920,faulty,
27966,loop_latency,0,faulty,
28066,heap_free,192,faulty,0.075
28066,heap_used,7920,faulty,
28067,loop_latency,1,faulty,
28167,heap_free,192,faulty,0.075
28167,heap_used,7920,faulty,
